x y z ShearFailure TensileFailure FailureType AmountRemoved cohesion friction tension strength_stress diff_stress model group
2874.65 124.981 -21.4343 0 0 1 6 1.48733e+06 40.6116 92319.1 3.2769 8.67044e+06 1.48733e+06 ZonesAtSurface
2924.56 124.979 68.5569 6 0 1 5 1.47314e+06 16.7732 122082 1.04378 4.71496e+06 1.47314e+06 ZonesAtSurface
2974.57 124.985 58.5315 0 0 1 6 1.08713e+06 40.8099 100521 2.5557 7.53847e+06 1.08713e+06 ZonesAtSurface
3024.51 124.993 148.504 3 0 1 5 1.25126e+06 39.4422 51968.9 1.6136 6.71405e+06 1.25126e+06 ZonesAtSurface
3074.53 124.992 138.477 2 0 1 6 546167 27.5557 120227 1.15565 5.75183e+06 546167 ZonesAtSurface
3124.52 124.991 178.452 5 0 1 6 1.28343e+06 17.0151 91313.2 1.04157 5.09295e+06 1.28343e+06 ZonesAtSurface
3174.53 124.988 218.43 9 0 2 6 1.10876e+06 26.4201 134039 1.07682 4.80003e+06 1.10876e+06 ZonesAtSurface
3224.55 124.989 208.389 0 0 1 7 1.07531e+06 33.3094 90491.7 1.60188 6.29384e+06 1.07531e+06 ZonesAtSurface
3274.56 124.991 248.346 3 0 1 7 1.4274e+06 30.2204 120118 1.42741 7.72445e+06 1.4274e+06 ZonesAtSurface
3324.57 124.997 338.273 5 0 1 6 792154 25.149 112055 1.05864 3.62962e+06 792154 ZonesAtSurface
3374.62 125.003 428.198 8 0 1 5 767178 36.3066 62826.8 1.07864 3.29459e+06 767178 ZonesAtSurface
3424.66 124.99 368.19 0 0 1 7 100000 5 10000 1.00906 934416 100000 ZonesAtSurface
3474.71 124.991 458.109 10 0 1 6 994520 33.7773 56975.9 1.02665 4.74729e+06 994520 ZonesAtSurface
3524.75 124.989 448.078 9 0 1 7 1.31026e+06 38.0748 98189.3 1.04288 8.00962e+06 1.31026e+06 ZonesAtSurface
3574.8 124.989 488.028 1 0 1 7 794942 15.384 90823.2 1.01885 3.19065e+06 794942 ZonesAtSurface
3624.85 124.99 478.005 0 0 1 8 795717 36.8044 111441 1.15151 8.31704e+06 795717 ZonesAtSurface
3674.9 124.996 567.927 6 0 1 7 661173 33.9874 142658 1.06917 4.55107e+06 661173 ZonesAtSurface
3724.99 125.012 757.726 5 10 2 4 1.26195e+06 24.804 95589 1.32025 2.98108e+06 1.26195e+06 ZonesAtSurface
3775.02 125.016 807.706 0 0 2 3 908903 33.3308 127948 1.48113 2.72527e+06 908903 ZonesAtSurface
3825.06 125.011 767.737 0 2 2 3 1.44775e+06 37.0924 101675 2.8443 2.3834e+06 1.44775e+06 ZonesAtSurface
3875.11 125.007 727.784 10 0 1 3 779551 25.9985 115396 1.24848 2.11559e+06 779551 ZonesAtSurface
3925.16 125.006 687.838 5 0 2 3 785716 41.8679 100212 1.1844 3.11259e+06 785716 ZonesAtSurface
3975.17 125.002 697.886 0 8 2 2 1.44907e+06 37.1329 112128 2.15437 2.64129e+06 1.44907e+06 ZonesAtSurface
4025.24 125 657.948 0 9 2 2 1.29156e+06 33.8105 120758 1.67169 2.83139e+06 1.29156e+06 ZonesAtSurface
4075.39 125.002 518.046 11 0 1 4 1.30182e+06 16.8262 126187 1.34556 3.59918e+06 1.30182e+06 ZonesAtSurface
4125.4 124.998 528.093 8 0 1 3 654257 27.8626 67470.2 1.80691 2.75798e+06 654257 ZonesAtSurface
4175.45 124.995 488.143 1 0 1 3 815772 29.0961 96818.8 1.66854 2.70084e+06 815772 ZonesAtSurface
4225.5 124.994 448.195 0 0 1 3 768414 38.5517 93572.6 1.95192 3.35511e+06 768414 ZonesAtSurface
4275.51 124.989 458.241 0 0 1 2 1.16468e+06 42.45 59825.4 3.60511 2.94011e+06 1.16468e+06 ZonesAtSurface
4325.54 124.986 418.284 0 0 1 2 1.29273e+06 37.1654 62307.2 3.73197 2.17715e+06 1.29273e+06 ZonesAtSurface
4375.54 124.974 428.325 1 2 2 1 813725 36.7666 83034.4 2.7049 1.28022e+06 813725 ZonesAtSurface
4425.55 124.988 238.396 2 0 1 4 741209 31.2322 91871.5 1.10681 5.18797e+06 741209 ZonesAtSurface
4475.59 124.98 248.411 3 0 2 3 100000 5 10000 1.0826 347465 100000 ZonesAtSurface
4525.52 124.988 108.471 0 0 1 5 1.03952e+06 41.9114 135880 2.47906 6.65342e+06 1.03952e+06 ZonesAtSurface
4575.5 124.99 68.4951 0 0 1 5 1.47024e+06 40.2943 129372 2.11697 6.97007e+06 1.47024e+06 ZonesAtSurface
4625.47 124.99 28.5124 10 0 1 5 706111 28.7456 108544 1.05715 6.84002e+06 706111 ZonesAtSurface
4675.41 124.99 -11.4741 24 0 1 5 1.10391e+06 20.0874 77635 1.01908 7.80317e+06 1.10391e+06 ZonesAtSurface
4725.39 124.993 -1.43882 31 0 1 4 1.41899e+06 28.4503 113703 1.14049 4.68699e+06 1.41899e+06 ZonesAtSurface
4775.31 124.992 -41.4501 28 0 1 4 1.07616e+06 19.9274 51112.2 1.04024 7.6451e+06 1.07616e+06 ZonesAtSurface
